Dealer #,Name ,Street Name,City,State,Country,Postal Code,Comments
50007428,KOMATSU MITSUI MAQUINARIAS PERU S.A,AV. ARGENTINA 44 53 - CALLAO,"CALLAO, CALLAO",PE/Not assigned,Peru,CALLAO 1,
50003523,KOMATSU UK LTD,"DURHAM ROAD,BIRTLEY CHESTER-LE-STRE",DURHAM,GB/Not assigned,United Kingdom,DH3 2QX,
50005530,"KRAFT FLUID SYSTEMS, INC.",14300 FOLTZ PARKWAY,CLEVELAND,Ohio,USA,44149,
50008061,KRUSE REPAIR (AG),2773 20TH ROAD,HANOVER,Kansas,USA,66945,
50008155,KS DAIRY CONSULTING (AG),1733 90TH AVE,DRESSER,Wisconsin,USA,54009,
50009491,"KUHN KRAUSE, INC.",PO BOX 2707,HUTCHINSON,Kansas,USA,67504,
50009061,KUHN MONTANA INDUSTRIA DE MAQUINAS,"RUA FRANCISCO DAL NEGRO, 3400",SAO JOSE DOS PINHAIS,Parana,Brazil,83025-320,
50007513,KUHN NORTH AMERICA INC (AG),PO BOX 0167,BRODHEAD,Wisconsin,USA,53520,
50007751,KUHN-MONTANA INDUSTRIA DE MAQUINAS,"RUA ARNO PINI 1380, PETROPOLIS",PASSO FUNDO,Sao Paulo,Brazil,99050-130,
50003083,KUKER RANKEN INC (SK),6510 216th WE Suite E,Mountlake Terrace,Washington,USA,98043,
50001738,KUKER-RANKEN INC. (CH/SK/SUR),6510 216TH SW #E,MOUNTLAKE TERRACE,Washington,USA,98043,
50000307,L S INSTRUMENTS - (SK),5333-F S MINGO ROAD,TULSA,Oklahoma,USA,74146,
50007973,L&D AG SERVICE INC (AG),PO BOX 208,HARTLAND,Minnesota,USA,56042-0208,
50001446,L&W ENGINEERING EQUIPMENT LIMITED,"PO BOX 539, PORT OF SPAIN",PORT OF SPAIN,TT/Not assigned,"Trinidad,Tobago",0,
50001760,LA CASA DEL INGENIERO SA,AVENIDA COLON #544,TEGUCIGALPA,HN/Not assigned,Honduras,11101,
50007690,LAIRD MANUFACTURING LLC (AG),531 SOUTH HWY 59,MERCED,California,USA,95341,
50003445,LAMB FARMS INC (SGIS),3490 N 500 E,LEBANON,Indiana,USA,46052,
50007830,LANDMARK IMPLEMENT (AG),PO BOX 675,HOLDREGE,Nebraska,USA,68949,
50008313,LANDOLL CORPORATION (AG),1900 NORTH STREET,MARYSVILLE,Kansas,USA,66508,
50007101,LANDSCAPE SUPPORT SERVICES,P.O BOX 55307,SHERMAN OAKS,California,USA,91413,
50000312,LANNAN'S SUPPLY CO (channel),"862 LINCOLN DRIVE, UNIT A",SHERIDAN,Wyoming,USA,82801,
50000313,LASCO INC (CH/SK/SUR),3413 ROGER B CHAFFEE BLVD SE STE 10,GRAND RAPIDS,Michigan,USA,49548,
50000316,LASER PRODUCTS LLC (CH),201 FAIRBURN INDUSTRIAL BLVD,FAIRBURN,Georgia,USA,30213,
50000770,LASER SERVICE CO.,PO BOX 204,ONEALS,California,USA,93645,
50000466,LASER SPECIALISTS INC (SK),19879 W 156TH STREET,OLATHE,Kansas,USA,66062,
50003486,LATEC MACHINE CONTRO INC.,240 THAMES ROAD W,EXETER,Ontario,Canada,N0M 1S3,
50004919,LAUGHLIN INDUSTRIES INC,12301 E. MARGINAL WAY SOUTH,SEATTLE,Washington,USA,98168,
50006276,LAUREL HIGHLANDS CONSTRUCTION SUPPL,1333 EISENHOWER BLVD.,JOHNSTOWN,Pennsylvania,USA,15904,
50008145,LDE CORPORATION INC (AG),PO BOX 3876,GILLETTE,Wyoming,USA,82716,
50008429,LEADING EDGE EQUIPMENT (AG),PO BOX 1108,DEVILS LAKE,North Dakota,USA,58301,
50006401,LECO CONCRETE FORMS & SUPPLY INC (C,2525 IVY STREET EAST,CUMMING,Georgia,USA,30041,
50000318,LEE COUNTY REPROGRAPHICS INC (SK),12920 METRO PARKWAY,FORT MYERS,Florida,USA,33912,
50004683,LEE JENSEN SALES CO (CH),101 W TERRA COTTA AVE,CRYSTAL LAKE,Illinois,USA,60014,
50000686,LEICA (SK),SUITE 250 5051 PEACHTREE CORNERS CI,NORCROSS,Georgia,USA,30092,
50000561,LENGEMANN OF FLORIDA,PO BOX 39,ALTOONA,Florida,USA,32702,
50008006,LEO AGRICULTURE LLC (AG),W5370 COUNTY HWY DR,MONROE,Wisconsin,USA,53566,
50004878,LIDDELL CONSTRUCTION SUPPLY INC (CH,2620 CHURN CREEK ROAD,REDDING,California,USA,96002,
50007278,LIDER MAP S.A.,SUPER CARRETERA ITAIPU KM 2.5 ESQ P,HERNANDARIAS - ALTO PARANA,PY/Not assigned,Paraguay,7220,
50009919,LIEBHERR-LOGISTICS GMBH,ST. VITUS 1,KIRCHDORF/ ILLER  D-88457,DE/Not assigned,Germany,#,
50007645,LIEBHERR-WERK TELFS GMBH,HANS LIEBHERR STRASSE 35,TELFS,Tyrol,Austria,6410,
50008820,LIGCHINE INTERNATIONAL CORPORATION,3429 KNOBS VALLEY DR.,FLOYDS KNOBS,Indiana,USA,47119,
50004732,LIGHTWAVE TECHNOLOGY,14 STEPHENSON ROAD,BAYSWATER NORTH,Victoria,Australia,3153,
50009954,LINCOLN CONTRACTORS SUPPLY (CH),11111 W HAYES AVE.,MILWAUKEE,Wisconsin,USA,53227,
50009091,LINCO-PRECISION LLC (AG),PO BOX 37,EL PASO,Illinois,USA,61738-0037,
50003346,LINDER INDUSTRIAL MACHINERY COMPANY,1601 SOUTH FRONTAGE ROAD,PLANT CITY,Florida,USA,33563,
50000809,"LINEAR POSITIONING, INC",1805 N.W. INDIAN HILLS DR.,BLUE SPRINGS,Missouri,USA,64015,
50005191,LITTLE MORDEN SERVICE (1987) LTD,BOX 1540,MORDEN,Manitoba,Canada,R6M 1B4,
50004968,LIUGONG CONSTRUCTION MACHINERY N.A.,22220 MERCHANTS WAY SUITE 100,KATY,Texas,USA,77449,
50005024,LIVINGSTON MACHINERY COMPANY,PO BOX 666,CHICKASHA,Oklahoma,USA,73023,
50007197,LOCATORS AND SUPPLIES INC. (CH),1614 W. FIR AVE,FERGUS FALLS,Minnesota,USA,56537,
50005783,LODERMEIERS INC.,38241 COUNTY 6 BLVD,GOODHUE,Minnesota,USA,55027,
50007742,LOEWEN WELDING (AG),PO BOX 66,MATSQUI,British Columbia,Canada,V4X 3R2,
50007727,LOFTNESS SPECIALIZED EQUIPMENT (AG),PO BOX 337,HECTOR,Minnesota,USA,55342,
50009520,LORD CORPORATION,111 LORD DR,CARY,North Carolina,USA,27511,
50004174,LOROM WEST,1035 MISSION COURT,FREMONT,California,USA,94539,
50000101,LOUISIANA DIGITAL (SK),817 W UNIVERSITY,LAFAYETTE,Louisiana,USA,70506,
50008645,"LOUP ELECTRONICS, INC. (AG)",3030 N. 40TH ST.,LINCOLN,Nebraska,USA,68504,
50004306,"LS INSTRUMENTS, INC (CH/SK)",5333-F SOUTH MINGO ROAD,TULSA,Oklahoma,USA,74146,
50001862,M & M SERVICE COMPANY (SGIS),1600 HISTORIC OLD RT 66,LITCHFIELD,Illinois,USA,62056,
50001744,M&M CONSTRUCTION SUPPLY (CH),115 RAINBOW INDUSTRIAL BLVD,RAINBOW CITY,Alabama,USA,35906,
50007839,"M&N CONSTRUCTION SUPPLY, INC (CH)",PO BOX 12729,WILMINGTON,North Carolina,USA,28405,
50004149,M.V. ASOCIADOS LTDA,DEMOCRACIA 2282,MONTEVIDEO,UY/Not assigned,Uruguay,11800,
50007931,MACALLISTER AGRICULTURE DIVISION (A,8800 BROOKVILLE RD,INDIANAPOLIS,Indiana,USA,46239,
50006196,MACLEAN ENGINEERING,286 BAYVIEW DRIVE,BARRIE,Ontario,Canada,L4N 4Y8,
50000174,MACO - EVANSVILLE BLUE (SK),600 COURT STREET,EVANSVILLE,Indiana,USA,47708,
50009480,"MACRO SALES, INC (CH)","120 EASY STREET, SUITE 5",CAROL STREAM,Illinois,USA,60188,
50001090,MADISON SUPPLY COMPANY (CH),85 E. WASHINGTON AVE,BRIDGEPORT,Connecticut,USA,6604,
50008600,MAHINDRA DO BRASIL INDUSTRIAL LTDA,"AV. 10 DE SETEMBRO, 1097 - CENTRO",DOIS IRMAOS,Rio Grande do Sul,Brazil,93950-000,
50000341,MAINE TECHNICAL SOURCE (SK) - YARMO,494 US RT 1,YARMOUTH,Maine,USA,4096,
50004969,MAKO EQUIPMENT LLC,10859 SOUTH NORWALK BLVD,SANTA FE SPRINGS,California,USA,90670,
50004312,MALLORY CONSULTING AND DESIGN SERVI,1524 PRINCETON AVE,MODESTO,California,USA,95350,
50003353,MALLORY PRECISION AG INC.,PO BOX 4,BURLEY,Idaho,USA,83318,
50005537,MANITOWOC CRANE GROUP,1565 BUCHANAN TRAIL EAST,SHADY GROVE,Pennsylvania,USA,17256-0021,
50007703,MANUFACTURERA FEHR SA DE CV (AG),"CAMPO 4. NO 8, COL:CAMPO 4",CUAUHTEMOC,Chihuahua,Mexico,31607,
50001521,"MANZER EQUIPMENT, INC (AG)",54877 HIGHWAY 20,OSMOND,Nebraska,USA,68765,
50001682,MAPLE LANE FARM SERVICE INC.,9545 CONC. 6 N RR #6,MOUNT FOREST,Ontario,Canada,N0G 2L0,
50005639,MAQUINAS AGRICOLAS JACTO S.A.,"RUA DR LUIS MIRANDA , 1650",POMPEIA,Sao Paulo,Brazil,17580-000,
50007962,MAREX INC. (CH),11331 INDUSTRIAL RD,MANASSAS,Virginia,USA,20109,
50005153,MARION AG SERVICES,20160 NE MAIN STREET,ST. PAUL,Oregon,USA,97137,
50009800,MARK MCCABE TRACTOR SALES LTD (AG),"77 SUNNYWOOD ROAD, RR#5",LINDAY,Ontario,Canada,K9V 4R5,
50008359,MARTIN DEERLINE (AG),17104-118 AVENUE,EDMONTON,Alberta,Canada,T5S 2L7,
50006007,MARTIN EQUIPMENT (CH/SK/SUR),400 W. MARTIN DRIVE,GOODFIELD,Illinois,USA,61742,
50008442,MARTIN SULLIVAN (AG),"250 EAST MAIN STREET, SUITE 402",GALESBURG,Illinois,USA,61401-4723,
50000349,MARTRONIC ENGINEERING INC (CH),874 PATRIOT DRIVE UNIT D,MOORPARK,California,USA,93021,
50009261,MARVAL LTDA (AG),RUTA H 60 # 86,RENGO,CL/Not assigned,Chile,2940000,
50009863,MARX REPAIR (AG),54659 838TH RD,BATTLE CREEK,Nebraska,USA,68715,
50008733,MASS DEPOT LLC (CH),4500 DONIPHAN DRIVE,NEOSHO,Missouri,USA,64850,
50009464,MAST - LEPLEY SILO INC. (AG),7787 E. LINCOLN WAY,APPLE CREEK,Ohio,USA,44606,
50007905,MAZERGROUP (AG),PO BOX 1720,SWAN RIVER,Manitoba,Canada,R0L 1Z0,
50008896,"MCCONNELL FARM SUPPLY, INC. (AG)",6425 N MISSION ROAD,ROSEBUSH,Michigan,USA,48878,
50004739,"MCCORMICK INTERNATIONAL USA, INC",2590 BRECKINRIDGE BLVD,DULUTH,Georgia,USA,30096,
50008242,MCFARLANE MANUFACTURING,PO BOX 100,SAUK CITY,Wisconsin,USA,53583,
50000391,MCGEE REPROGRAPHICS&DRAFTING WILMIN,2527 S 17TH STREET,WILMINGTON,North Carolina,USA,28401-7705,
50000395,MCGUCKIN HARDWARE (SK),2525 ARAPAHOE,BOULDER,Colorado,USA,80302-6795,
50001727,MCQUADE AND BANNIGAN (CH),1300 STARK ST.,UTICA,New York,USA,13502,
50009862,MDS SUPPLY (CH),820 9TH STREET NORTH,GREAT FALLS,Montana,USA,59401,
50006877,"MEADE EQUIPMENT, LLC. - KINGSPORT",2000 TRI CITIES CROSSING,KINGSPORT,Tennessee,USA,37663,
50003113,MECHANICSVILLE POWER EQUIPMENT (CH),8179 MECHANICSVILLE TPK.,MECHANICSVILLE,Virginia,USA,23111,
50005755,MEDATECH SPECIALTY EQUIPMENT CORPOR,35 SANDFORD FLEMING DRIVE,COLLINGWOOD,Ontario,Canada,L0Y 5A6,
50009005,MEL DAWSON INC.,4325 PACIFIC STREET,ROCKLIN,California,USA,95677,
50007677,MERIDIAN MANUFACTURING (AG),2902 EXPANSION BLVD,STORM LAKE,Iowa,USA,50588,
50003385,MERIDIAN PACIFIC SALES (REP DEALER,7400 NATIONAL DRIVE,LIVERMORE,California,USA,94550,
50000874,MERTIND LTDA,CALLE LIBERTAD 657,SANTA CRUZ DE LA SIERRA,BO/Not assigned,Bolivia,0,
50008287,MESSICKS FARM EQUIPMENT (AG),187 MERTS DRIVE,ELIZABETHTOWN,Pennsylvania,USA,17022,
50007729,MEYER MANUFACTURING CORP (AG),PO BOX 405,DORCHESTER,Wisconsin,USA,54425,
50007872,MEYERS EQUIPMENT MFG CORP (AG),PO BOX 406,DORCHESTER,Wisconsin,USA,54425,
50005231,MICRO AERIAL PROJECTS L.L.C.,1625 NW 89TH TERRACE,GAINESVILLE,Florida,USA,32606,
50001005,MICROGEO,"CAMINO EL CERRO 5154, HUECHURABA",SANTIAGO,RM - Santiago,Chile,8590648,
50001516,MIDWAY RENTALS AND SALES (CH),PO BOX 368,MARQUETTE,Michigan,USA,49855,
50007710,MIDWEST MIXER SERVICE-DODGE CITY (A,PO BOX 1300,DODGE CITY,Kansas,USA,67801-1300,
50007737,MIDWEST MIXER SERVICE-SCOTT CITY (A,PO BOX 572,SCOTT CITY,Kansas,USA,67871,
50009651,MIDWEST READY MIX & EQUIPMENT INC.,1405 E. SD 50,VERMILLION,South Dakota,USA,57069,
50005061,MIDWEST SURVEYING INSTRUMENTS (SK),6113 SOUTH CASS AVENUE,WESTMONT,Illinois,USA,60559,
50008002,MILLER AG,717 FM 1242,ABBOTT,Texas,USA,76621,
50008579,MILLER SELLNER EQUIPMENT INC,1535 20TH ST,SLAYTON,Minnesota,USA,56172,
50008578,MILLER SELLNER EQUIPMENT INC (AG),495 2ND AVE,BINGHAM LAKE,Minnesota,USA,56118,
50000598,"MILLER, BRADFORD & RISBERG - DE PER",3203 FRENCH ROAD,DE PERE,Wisconsin,USA,54115,
50001877,"MILTON RENTAL & SALES CTR, INC. (CH",PO BOX 28,MILTON,Vermont,USA,5468,
50007663,MINDEN MACHINE SHOP INC (AG),1302 K ROAD,MINDEN,Nebraska,USA,68959,
50008095,MINNESOTA AG POWER (AG),1710 NORTH FRANKLIN ST,GLENWOOD,Minnesota,USA,56334,
50008930,MINTO AG LTD,6470 8TH LINE,HARRISTON,Ontario,Canada,N0G 1Z0,
50004201,MIYUKI INC (CH),2367 W 208TH STREET SUITE D6,TORRANCE,California,USA,90501,
50001915,MO VALLEY AGRI SERVICE (SGIS),17800 US HWY 136,ROCK PORT,Missouri,USA,64482,
50000389,MOBILE INSTRUMENT CO (SK) - MOBILE,745 LAKESIDE DRIVE,MOBILE,Alabama,USA,36693,
50008857,"MODALIS NRG, JSC",METALO ST. 7,VILNIUS,LT/Not assigned,Lithuania,2190,
50000875,MODULAR MINING SYSTEMS,3289 EAST HEMISPHERE LOOP,TUCSON,Arizona,USA,85706-5028,
50000830,MOHAVE INSTRUMENT CO.,3206 E. WILLOW STREET,SIGNAL HILL,California,USA,90755,
50007735,MOHRLANG HOLDINGS LLC DBA MMI INTNL,PO BOX 544,BRUSH,Colorado,USA,80723-0544,
50008023,MONROE TRACTOR (AG),PO BOX 370,HENRIETTA,New York,USA,14467-9374,
50000654,MONSEN ENGINEERING (VEGAS),5115 SOUTH VALLEY VIEW,LAS VEGAS,Nevada,USA,89118,
50000777,MONSEN ENGINEERING CO (CH),4899 W 2100 S,WEST VALLEY CITY,Utah,USA,84120,
50007685,MONTAG MANUFACTURING (AG),3816 461ST AVE,EMMETSBURG,Iowa,USA,50536,
50006355,MONTAGUE DEVELOPMENT,10305 PENNY ROAD,RALEIGH,North Carolina,USA,27606,
50001415,"MONTAGUE TOOL & SUPPLY CO., INC (CH",42 BROAD STREET,BRANCHVILLE,New Jersey,USA,7826,
50008056,MORDT TRACTOR & EQUIPMENT CO. (AG),131 HWY H,TROY,Missouri,USA,63379,
50007853,MORGAN LIVESTOCK EQUIPMENT SALES (A,137 JERRY WALKER RD,BOWIE,Texas,USA,76230,
50001350,MORRIS EQUIPMENT LTD,"BOX 5008, 85 YORK RD WEST",YORKTON,Saskatchewan,Canada,S3N 3Z4,
50008035,MORTEC INDUSTRIES (AG),29240 COUNTY RD R,BRUSH,Colorado,USA,80723,
50008037,MOVEERO INC (AG),5453 6TH AVE,ARMSTRONG,Iowa,USA,50514,
50000025,MOVILES DE COSTA RICA (SK),CENTRO COMMERCIAL CRISTAL 14/15,SAN JOSE,CR/Not assigned,Costa Rica,10107,
50000237,"MS. CARITA, INC. (SK)",2159 RESEARCH DRIVE,LIVERMORE,California,USA,94550-3805,
50004956,MTS SYSTEMS CORPORATION,14000 TECHNOLOGY DRIVE,EDEN PRAIRIE,Minnesota,USA,55344,
50008756,MUESER RUTLEDGE CONSULTING ENGINEER,225 WEST 34TH STREET,NEW YORK,New York,USA,10122,
50000094,MUNICIPAL MARKING DISTRIBUTORS (SK),PO BOX 221,GILBERTS,Illinois,USA,60136,
50006366,MURPHY TRACTOR & EQUIPMENT CO. INC.,5375 N. DEERE ROAD,PARK CITY,Kansas,USA,67219,
50009846,MUTUAL SCREW & SUPPLY (CH),68 WEST PASSAIC ST,ROCHELLE PARK,New Jersey,USA,7662,
50009732,"MY PIPELINE SUPPLY, LLC (MPS, LLC)",20302 PARK ROW DR STE 100,KATY,Texas,USA,77449,
50007375,N & S RENTALS INC. (CH),19600 FREDERICK ROAD,GERMANTOWN,Maryland,USA,20876,
50007995,NANCE TRACTOR AND IMPLEMENT INC (AG,450 CHURCH STREET,MCCONNELLS,South Carolina,USA,29726,
50007978,NASCO (AG),901 JANESVILLE AVE,FORT ATKINSON,Wisconsin,USA,53538,
50008900,"NATIONAL FABTRONIX, INC.",28800 HESPERIAN BLVD,HAYWARD,California,USA,94545,
50006293,NAVAG INC.,PO BOX 654,STE. ROSE DU LAC,Manitoba,Canada,R0L 1S0,
50007020,NEKTAR DATA SYSTEMS INC.,14420-154 AVE  NW,EDMONTON,Alberta,Canada,T6V 0K8,
50008406,NELSON MOTORS & EQUIPMENT (AG),PO BOX 300,AVONLEA,Saskatchewan,Canada,S0H 0C0,
50007837,NEW DIRECTION EQUIPMENT CO INC (AG),25728 COTTONWOOD AVE,SIOUX FALLS,South Dakota,USA,57107,
50000410,NEW ENGLAND BLUE (SK),1 ANNGINA DR,ENFIELD,Connecticut,USA,6082,
50000409,NEW ENGLAND REPROGRAPHICS (SK),80 MID TECH DRIVE,WEST YARMOUTH,Massachusetts,USA,02673-2560,
50006467,NEW GROUND TECHNOLOGY INC.,220 E. ANGELA STREET,PLEASANTON,California,USA,94566,
50007869,NEW SOUTH CONSTRUCTION SUPPLY (CH),16 MILLS AVE #2,GREENVILLE,South Carolina,USA,29605,
50005267,NEWCAST-EAST Ltd.,"Elektrodnaya street 9, bld 2",MOSCOW,RU/Not assigned,Russian Fed.,111524,
50007679,NICHOLS SYSTEMS LLC (AG),3221 OLD STATE ROAD,ALEXANDER,Illinois,USA,62601,
50001334,NIEVAS ALBERTO JESUS,"RUTA 226 Y LA RIOJA, PARQUE IND. 74", BUENOS AIRES,Buenos Aires,Argentina,7400,
50000412,NINA CONSTRUCTION SUPPLY CO (SK),PO BOX 1509,AVONDALE,Arizona,USA,85323,
50008044,NOLAND COMPANY (CH),633 WOODLAKE DR,CHESAPEAKE,Virginia,USA,23320,
50001443,NORTH AMERICAN SURVEY SUPPLY (SK),2045 BENNETT RD,PHILADELPHIA,Pennsylvania,USA,19116,
50003267,NORTH CENTRAL COOP (SGIS),PO BOX 299,WABASH,Indiana,USA,46992,
50006392,NORTHERN COUNTRY COOP (SGIS),P.O. BOX 212,STACYVILLE,Iowa,USA,50476,
50008184,NORTHERN PLAINS EQUIPMENT (AG),PO BOX 117,MINOT,North Dakota,USA,58702,
50008206,NORTHERN PLAINS EQUIPMENT (AG),PO BOX 804,MANDAN,North Dakota,USA,58554,
50008684,NORTHWEST FABRICATORS LLC (AG),N4731 ZEBRO RD,BRUCE,Wisconsin,USA,54819,
50005171,NORTHWEST LASERS INC (CH),1355 MENDOTA HEIGHTS ROAD SUITE 190,MENDOTA HEIGHTS,Minnesota,USA,55120,
50000324,NORTHWEST LASERS INC (CH/SK),1355 MENDOTA HEIGHTS ROAD SUITE 190,MENDOTA HEIGHTS,Minnesota,USA,55120,
50009683,NORTHWEST MEASUREMENT SUPPLY (CH/SK,10977 WARREN RD NW,SILVERDALE,Washington,USA,98383,
50004820,NORTRAX CANADA INC,1655 BRITTANIA ROAD EAST,MISSISSAUGA,Ontario,Canada,L4W 1S5,
50007133,"NORTRAX QUEBEC, INC. - LAVAL",4500 AUTOROUTE CHOMEDEY QUEST,LAVAL,Quebec,Canada,H7R 6E9,
50007661,NORWOOD SALES INC (AG),11202 38TH STREET S,HORACE,North Dakota,USA,58047,
50008612,NOVLAN BROTHERS SALES (AG),PO BOX 89,PARADISE HILL,Saskatchewan,Canada,S0M 2G0,
50006232,NRCS-HQ-122B46,"1400 INDEPENDENCE AVENUE, SW  ROOM",WASHINGTON,District of Columbia,USA,20250,
50007462,NUTRIEN AG SOLUTIONS,25204 HWY D,HUGHESVILLE,Missouri,USA,65334,
50008670,NW MIXER FEEDER (AG),PO BOX 326,CALDWELL,Idaho,USA,83606,
50000420,O & C SURVEY EQUIPMENT CORP (SK),PO BOX 27,BOWMANSVILLE,New York,USA,14026-0027,
50009533,OLSON TRADING POST INC (CH),80860 110TH STREET,GLENVILLE,Minnesota,USA,56036,
50003046,OMEGA EMS,5400 HELLYER AVE,SAN JOSE,California,USA,95138,
50004966,OMNI WESTERN INCORPORATED (CH),1202 W BARKLEY AVE,ORANGE,California,USA,92868,
50009318,ON SITE CONCRETE SUPPLY (CH),204 WICKHAM AVE,MIDDLETON,New York,USA,10940,
50004127,ONCORE MANUFACTURING SERVICES,9340 OWENSMOUTH AVENUE,CHATSWORTH,California,USA,91311,
50008168,ONE PASS IMPLEMENTS INC (AG),#,LANGBANK,Saskatchewan,Canada,S0G 2X0,
50004624,ONE TIME CUSTOMER,5950 SHERRY LANE - SUITE 600,DALLAS,Texas,USA,75225,
50003090,OPEN GROUND FARM INC.,PO BOX DRAWER B,BEAUFORT,North Carolina,USA,28516,
50005868,"OPEN LOOP ENERGY, INC. - SAFFORD",PO BOX 391,SAFFORD,Arizona,USA,85548,
50000585,"OPTICAL ENGINEERING, CO.",710 DAVIS CIRCLE,MARIETTA,Georgia,USA,30008,
50007480,OPTIMAS OE SOLUTIONS LTD. - QUEDGEL,WATERWELLS DRIVE,QUEDGELEY,Gloucestershire,United Kingdom,GL22FR,
50001776,OREGON TOOL AND SUPPLY (CH),276 SE STEPHENS STREET,ROSEBURG,Oregon,USA,97470,
50008208,ORTHMAN MANUFACTURING INC (AG),PO BOX B,LEXINGTON,Nebraska,USA,68850-0017,
50001772,"OSCEOLA IMPLEMENT AND SUPPLY, INC.",PO BOX 200,OSEOLA,Nebraska,USA,68651,
50007696,OXBO INTERNATIONAL-BYRON (AG),7275 BYRON ROAD,BYRON,New York,USA,14422,
50000799,OZARK LASER & SHORING - SPRINGFIELD,2247 E. KEARNEY,SPRINGFIELD,Missouri,USA,65803,
50007999,P&C AG SOLUTIONS (AG),9839 SAGINAW ST,REESE,Michigan,USA,48757,
50007811,P&K EQUIPMENT (AG),102 SOUTH VAN BUREN,ENID,Oklahoma,USA,73703,
50007927,P.J. GABER & SONS LTD (AG),LOT 17/18 ELM AVENUE,ROBLIN,Manitoba,Canada,R0L 1P0,
50001452,PACIFIC SURVEY SUPPLY (CH),908 N. RIVERSIDE,MEDFORD,Oregon,USA,97501,
50000827,PADUCAH BLUEPRINT & SUPPLY (CH),999 BROADWAY,PADUCAH,Kentucky,USA,42001,
50006172,PAPE MACHINERY - EUGENE,355 GOODPASTURE ISLAND ROAD #300,EUGENE,Oregon,USA,97401,
50008835,PAPE MACHINERY (CA),355 GOODPASTURE ISLAND ROAD #300,EUGENE,Oregon,USA,97401,
50007678,PAR-KAN COMPANY (AG),2915 WEST 900 SOUTH,SILVER LAKE,Indiana,USA,46982,
50008530,PARKLAND FARM EQUIPMENT 2004 LTD (A,HWY 4 N,NORTH BATTLEFORD,Saskatchewan,Canada,S9A 2Y1,
50007979,PATTISON AG TECH (AG),2777 NORTH SERVICE RD W,SWIFT CURRENT,Saskatchewan,Canada,S9H 5M1,
50009066,Pattison Agriculture,580 York Road West,Yorkton,Saskatchewan,Canada,S3N 3N5,
50007922,PATZ CORPORATION (AG),PO BOX 7,POUND,Wisconsin,USA,54161,
50001308,PAUL SMITH'S COLLEGE -EPP (sb),"P.O. BOX 265, RTS. 86 & 30",PAUL SITHS,New York,USA,12970,
50001481,"PAUL T. EWING, INC (CH)",9353 OCEAN GATEWAY,EASTON,Maryland,USA,21601,
50003234,PC PARTNER LIMITED,"19/F., SHATIN GALLERIA, 18-24 SHAN","FO TAN, SHATIN",New Territories,Hong Kong,0,
50008281,PEABUDY'S INC. (AG),2500 POLO RD,STERLING,Illinois,USA,61081,
50001417,PEARSON EQUIPMENT COMPANY (CH),PO BOX 10128,LYNCHBURG,Virginia,USA,24506,
50007714,PENTA EQUIPMENT INC,73 MAIN ST,GLENCOE,Ontario,Canada,N0L 1M0,
50005002,PENTAGON FARM CENTRE LTD,1-4950 HARRINGTON RIDGE,LACOMBE,Alberta,Canada,T4L 1A8,
50008241,PEQUEA MACHINE INC (AG),PO BOX 399,NEW HOLLAND,Pennsylvania,USA,17557,
50008045,PERKINS SALES INC (AG),3900 COUNTY RD 609,BERNIE,Missouri,USA,63822,
50003422,PESTORIOUS INC (SGIS),20770 707TH AVENUE,ALBERT LEA,Minnesota,USA,56007,
50009515,"PFG AMERICA, LLC (AG)","535 HURRICAN SHOALS CT., SUITE 100",DACULA,Georgia,USA,30019,
50001752,PGA TOUR INC.,100 PGA TOUR BLVD,PONTE VEDRA BEACH,Florida,USA,32082,
50008239,PHIBER MANUFACTURING (AG),PO BOX 58,CRYSTAL CITY,Manitoba,Canada,R0K 0N0,
50007909,PHOENIX FEEDS & NUTRITION (AG),PO BOX 36,NEW HAVEN,Vermont,USA,5472,
50009992,PHOENIX GEOSYSTEMS SURVEY SUPPLIES,"12746 CIMARRON PATH, SUITE 117",SAN ANTONIO,Texas,USA,72849,
50007496,PICCIN MÁQUINAS AGRÍCOLAS (AG),"ROD. SP 318 - KM 245, DISTR. ÁGUA V",SAO CARLOS,Sao Paulo,Brazil,13560-970,
50004691,PIERSOL CONSTRUCTION INC,2233 S. GARFIELD ROAD,AIRWAY HEIGHTS,Washington,USA,99001,
50008459,PIK RITE INC (AG),60 PIK RITE LANE,LEWISBURG,Pennsylvania,USA,17837,
50007479,PIONEER ATHLETICS (SGIS),4529 INDUSTRIAL PKWY,CLEVELAND,Ohio,USA,44135,
50000469,PIPELINE SUPPLY & SERVICE CO INC (C,PO BOX 301130,HOUSTON,Texas,USA,77054,
50008124,PLAINS EQUIPMENT GROUP (AG),150 NW 40TH STREET,LINCOLN,Nebraska,USA,68528,
50005169,PLAISTED COMPANIES (CH),11555 205TH AVENUE NW,ELK RIVER,Minnesota,USA,55330,
50008048,PLATTE VALLEY EQUIPMENT (AG),1093 ROAD W,CLARKSON,Nebraska,USA,68629,
50000470,PLAZA REPROGRAPHICS & SUPPLY (CH),1938 NORTH 1ST STREET #4,GRAND JUNCTION,Colorado,USA,81501,
50008502,PODOLINSKY FARM EQUIPMENT LTD (AG),6057 6057 PETROLIA LANE,PETROLIA,Ontario,Canada,N0N 1R0,
50008013,POLEN IMPLEMENT INC (AG),42255 OBERLIN ELYRIA ROAD,ELYRIA,Ohio,USA,44035,
50007350,POSITION PARTNERS ASIA,"237 ALEXANDRA ROAD, #05-04",SINGAPORE,SG/Not assigned,Singapore,159929,
